Title,Description,Time,Vader_Sentiment,TextBlob_Sentiment,FinBERT_Sentiment
Depositors frustrated by plunging interest rates,"Depositors who enjoyed high returns last year due to elevated interest rates are now facing disappointment, as banks have dragged their rates to record low levels amid economic challenges
",2023-12-28,0.25,0.019285714285714295,positive
GDP expands 5% in 2023: Deputy PM,"Vietnam's GDP is anticipated to increase by approximately 5% in 2023, below the initial target yet significant in both regional and global contexts, Deputy Prime Minister Le Minh Khai stated.
",2023-12-28,0.4767,-0.0062500000000000056,positive
FDI surges 32% to $36B,"Foreign direct investment pledges have topped US$36.6 billion for the year, a 32% jump from last year.
",2023-12-27,0.0,-0.008333333333333331,neutral
Vietnamese second largest group in South Korea's foreign workforce,"Vietnamese nationals have become the second-largest group in South Korea's foreign workforce, outnumbered only by ethnic Koreans holding Chinese nationality.
",2023-12-27,0.0,-0.041666666666666664,negative
Installed solar power capacity exceeds plan: government inspectors,"The capacity of solar power projects in Vietnam has exceeded a government-approved plan by 10-fold, inspectors have found.
",2023-12-27,0.0,0.0,neutral
Why Vietnam needs to import electricity from Laos,"Importing electricity from Laos is an affordable solution for resolving power shortages in the north and also a means to fulfill a 2016 agreement with the country, analysts say.
",2023-12-25,0.8555,0.0,neutral
"Vegetable, fruit exports reach historic heights","Vietnam’s fruit and vegetable exports are estimated to reach a new record of $5.6 billion this year, up 65.5% from 2022 thanks to a surge in demand from China.
",2023-12-23,0.3612,0.16818181818181818,neutral
HCMC market goes viral as TikTok influencers teach vendors online sales,"Social media influencers have helped vendors of the iconic Ben Thanh Market in Ho Chi Minh City sell 18,200 orders in five days amid declining demand.
",2023-12-22,-0.128,0.26666666666666666,positive
Remittances to HCMC rise sharply as countries reopen post-Covid,"Remittances to Ho Chi Minh City surged 35% to US$9 billion this year.
",2023-12-22,0.0,0.0,neutral
Competition from Chinese investors a concern for domestic supporting industries,"Vietnamese businesses lacking economies of scale could suffer from competition from China, Dr. Phan Dang Tuat, president of the Vietnam Association for Supporting Industries, said.
",2023-12-22,-0.1531,0.25,positive
"Sweet potato, chili exports to China skyrocket","Surging exports of sweet potato and chili to China have brought Vietnamese farmers their highest profit margins ever.
",2023-12-21,0.7096,0.35,neutral
Vietnam Electricity eyes wind power import from Laos,"Vietnam Electricity wants to import wind power from Laos as it seeks to combat a looming shortage in the northern region.
",2023-12-20,-0.5994,0.2,negative
"Musang King durian sold for almost $40,000 at Malaysian auction","A Musang King durian from the Malaysian town of Raub has set a record by being sold for RM185,000 (US$39,500), marking it one of the most expensive durians in the world.
",2023-12-20,0.0,0.0,negative
PM seeks Japanese bank's support for reforming Nghi Son oil refinery,"Prime Minister Pham Minh Chinh has sought the support of the Japan Bank for International Cooperation, the embattled Nghi Son oil refinery’s main creditor, to turn the latter around.
",2023-12-19,0.3818,0.05555555555555555,negative
PM seeks Japanese Mizuho Bank's aid for banking restructuring,"Prime Minister Pham Minh Chinh requested assistance from Mizuho, one of Japan's three largest banks, for the restructuring of Vietnam's underperforming banks.
",2023-12-18,0.0,0.0,negative
Vietnam cooperate on rice exports with Thailand and Philippines,"Vietnam has agreed with Thailand as well as the Philippines to strengthen rice export cooperation to ensure regional and global food security.
",2023-12-18,0.8591,0.0,neutral
JICA president urges Vietnam to address delays in HCMC's metro project,"The President of the Japan International Cooperation Agency (JICA), Tanaka Akihiko, has called for swift action to operationalize HCMC’s Metro Line No.1, a project that has been underway for a decade.
",2023-12-18,0.2023,0.05,negative
"Businesses urge action to advance offshore wind power, LNG projects","Businesses have urged the government to implement policies that would streamline legal processes for offshore wind energy and liquefied natural gas (LNG) projects.
",2023-12-17,0.6249,0.15000000000000002,negative
PM Chinh asks Japanese investors to pour money into Vietnam,"Prime Minister Pham Minh Chinh asked Japanese investors to help transfer technology and train Vietnamese personnel by investing in the country on Saturday.
",2023-12-16,0.4019,0.0,negative
Indian beef imports half local price,"Beef and buffalo meat imported from India are being sold for VND60,000-100,000 (US$2.47-4) per kilogram on some online marketplaces in Vietnam, half the price of local beef.
",2023-12-16,0.0,-0.08333333333333333,negative
Chinese investments to shoot up after Xi’s Vietnam visit: analysts,"A surge in China investment in infrastructure and energy is expected after Party General Secretary and President Xi Jinping’s recent visit to Hanoi, analysts say.
",2023-12-15,0.5859,-0.016666666666666663,negative
Rooftop solar investors unhappy as government to stop buying surplus,"Solar rooftop investors fear they cannot recoup their money by selling electricity to the grid as a proposed new decree seeks to rescind this incentive.
",2023-12-15,-0.0836,0.13636363636363635,positive
"HCMC struggles to attract private investment in sports, cultural projects","Ho Chi Minh City has approved 23 public-private partnership (PPP) sports and cultural projects, but experts are worried that private investors are hesitant to support them.
",2023-12-14,0.0387,0.05,positive
China to import more Vietnamese fruits,"China is set to import more fruits from Vietnam as the two countries seek to increase trade following the visit to Hanoi by Party General Secretary and President Xi Jinping.
",2023-12-14,0.6124,0.18333333333333335,negative
ADB brings down Vietnam’s growth forecast to 5.2%,"The Asian Development Bank (ADB) has lowered Vietnam’s GDP growth forecast from 5.8% to 5.2% this year due to weak external demands.
",2023-12-14,-0.2023,-0.125,positive
Billion-dollar China market promised land for Vietnamese farm exports,"Vietnamese agricultural exporters have seen a surge in demand from China and are striving to improve their produce quality to establish a more robust presence in that multibillion-dollar market.
",2023-12-13,0.624,0.5,neutral
"Vietnam, Cambodia economic partnership has more room to grow: PM Hun Manet","Vietnam and Cambodia have much potential for economic partnership if they can connect supply chains and make use of trade agreements, said Cambodian PM Hun Manet on Tuesday.
",2023-12-12,0.2732,0.1,negative
"Vietnam, Cambodia aim to double bilateral trade to $20B","The Prime Ministers of Vietnam and Cambodia have proposed that the two countries strive to double bilateral trade to $20 billion in the following years.
",2023-12-11,0.0,0.0,negative
One-third of coal must be imported in 2024,"Vietnam needs 74.3 million tons of coal to produce power next year, but domestic supply can only meet 65% of that demand, so the rest must be imported.
",2023-12-11,-0.1901,0.0,negative
New transmission line proposed to import more electricity from Laos,"The Ministry of Industry and Trade has proposed installing another power transmission line to Laos to increase supply.
",2023-12-11,0.3182,0.0,negative
Fitch Ratings sanguine about Vietnam,"Fitch Ratings has upgraded Vietnam’s long-term foreign currency issuer default rating from BB to BB+ while keeping its outlook at “stable.”
",2023-12-09,0.0,-0.125,neutral
Bank deposits remain preferred asset class despite collapsing interest rates,"Despite the steady and steep decline in interest rates, people are still keeping their money in bank deposits rather than invest it in securities or real estate.
",2023-12-08,0.6369,0.18333333333333335,negative
Vietnam most appealing investment destination: US semiconductor industry,"Vietnam is the most attractive destination for American chipmakers, John Neffeur, president of the country’s Semiconductor Industry Association, told Prime Minister Pham Minh Chinh.
",2023-12-08,0.4927,0.43333333333333335,negative
"Stop focusing loans on a few corporates, PM warns banks","Prime Minister Pham Minh Chinh has called on banks to stop prioritizing a few corporates for loans to reduce risks and increase other customers’ access to funds.
",2023-12-08,-0.25,-0.1625,negative
PM wants more flexible loan approval,"Prime Minister Pham Minh Chinh has instructed banks to adopt a more 'flexible' approach in approving loans while maintaining their assessment criteria.
",2023-12-08,0.1779,0.5,negative
Exports improve in November,"Vietnam’s exports rose last month with positive growth in shipments of computers and machines, but trade prospects for the remainder of this year remain uncertain amid weak demands, lender HSBC says.
",2023-12-07,-0.1901,0.11306818181818182,positive
HCMC targets 7.5% growth in 2024,"Ho Chi Minh City eyes GRDP growth targets of 7.5-8% next year as it strives to recover from a year of economic challenges and slower growth.
",2023-12-07,0.6705,0.1,neutral
Economy confronts three key challenges as year-end nears: ministry,"Obstacles in international trade, capital flow and administrative procedures still remain in the economy, said the Ministry of Planning and Investment at the monthly government meeting on Wednesday.
",2023-12-06,-0.3818,-0.025,positive
Trade slips to three-year low,"Vietnam’s trade in the first 11 months fell 8% to US$620 billion, its lowest point in three years, as factories scale down operations due to the ongoing shortage of orders.
",2023-12-06,-0.5574,-0.010185185185185186,positive
